category,file,line,snippet
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,16,| **Property & Unit Management** | إدارة المخزون العقاري (وحدات، مشاريع، حالة، سعر) | مدير عقاري | ⭐⭐⭐⭐⭐ يومي |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,24,| **Rental Management** | إدارة عقود الإيجار والفواتير | مدير أملاك | ⭐⭐⭐⭐ شهري |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,28,| **Sales Performance Analytics** | قياس KPI لفريق البيع ونسبة التحويل | مدير عام | ⭐⭐⭐⭐ أسبوعي |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,35,| **User & Role Management** | صلاحيات دقيقة (إنشاء وحدة، تعديل عقد، إلخ) | مدير عام | ⭐⭐⭐⭐⭐ شهري |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,65,| **لديهم فريق مبيعات** | Lead Pipeline + WhatsApp + AI Agents تغطي دورة البيع الكاملة |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,113,إدارة الوحدات العقارية مرتبة + SKU + حالة + سعر + مشروع – هذا هو جوهر عملهم.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/GTM_REPORT.md,368,| المنتج | ORCA CRM – نظام متكامل لإدارة شركات التطوير العقاري في السعودية |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/human_report.md,55,"├── lib/ ← session, tenant, prisma, agents, saher..."
TENANT_REGISTRATION_ONBOARDING,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/human_report.md,28,│ ├── login/ register/ safe-mode/ operations/
TENANT_REGISTRATION_ONBOARDING,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/LIGHTHOUSE_REMEDIATION_REPORT.md,44,"| `public/robots.txt` | Created with `Allow: /`, `Disallow: /api/ /login /operations/ /register /contract/` |"
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/LIGHTHOUSE_REMEDIATION_REPORT.md,51,| `app/api/cron/zatca/route.ts` | Added missing `await` on `rateLimit()` call |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/LIGHTHOUSE_REMEDIATION_REPORT.md,54,| `lib/audit.ts` | Added `ZATCA_SUBMIT` and `BILLING_RUN` to `AuditAction` union type |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/LIGHTHOUSE_REMEDIATION_REPORT.md,73,"These all fail WCAG SC 4.1.2 (Name, Role, Value) and cause Lighthouse to abort its accessibility audit entirely."
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/LOAD_TEST_REPORT.md,187,5. [ ] Test tenant with 10k+ financial transactions pre-loaded
TENANT_REGISTRATION_ONBOARDING,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MOBILE_READINESS.md,30,"**Recommendation:** Add `next-pwa` or `@serwist/next` plugin to `next.config.mjs`. Create `public/manifest.json` with app name, icons, theme color, and display mode. Register a service worker with offline fallback page."
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,57,| `activeTenants` | Count of active tenants |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,90,| Tenant suspension errors | > 1 at a time |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,30,- ZATCA submission failures
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,38,| ZATCA failures | Sentry + queue retry mechanism |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,72,## 3. Queue Monitoring — ZATCA + Billing
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,76,### ZATCA Queue (`zatca_queue` table)
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,119,## 5. ZATCA Monitoring
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,125,| CSID expiry | `zatca_device.expiresAt` check | Daily (cron) |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,126,| Queue depth | `zatca_queue` count | Each cron run |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,127,| Clearance failures | `zatca_queue.lastError` | After each submit |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,128,| Compliance status | `zatca_device.status` | Daily |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,139,| Failed ZATCA Submission | ZATCA submit returns non-200 | Sentry Alert + Queue Retry |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,140,| Queue Failures | zatca_queue with status=FAILED > 5 | Sentry Warning |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,149,| CSID Expiry < 7 days | `zatca_device.expiresAt` within 7 days | Email notification |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MONITORING_ALERTING_REPORT.md,170,1. **Configure Slack webhook** for Sentry alerts to enable real-time team notifications
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,1,﻿# MULTI-TENANT AUDIT — ORCA CRM Core Platform
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,4,**Reviewer:** Multi-Tenant Security Auditor
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,13,## 1. Tenant Isolation Architecture
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,15,### Layer 1: Prisma Extension (Automatic Tenant Injection)
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,17,"The extended `prisma` client auto-injects `tenantId` for 30+ models via `lib/prisma.ts` middleware. This covers ALL reads, writes, creates, updates, and deletes."
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,27,All server actions use `getSession()` or context to derive `tenantId`.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,35,There are **two authentication middleware patterns** with different tenant context behavior:
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,42,**Impact:** Any route using `authenticateRequest()` that forgets to manually add `tenantId: session.tenantId` in the Prisma query will leak data across all tenants.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,63,- **All routes manually include `tenantId: session.tenantId`** in their Prisma `where` clauses ✅
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,72,## 3. Server Action Tenant Isolation
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,76,| `actions/leads.ts` | `getSession()` → tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,77,| `actions/rentals.ts` | `getSession()` → tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,78,| `actions/finance.ts` | `getSession()` → tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,79,| `actions/billingAgent.ts` | Parameter `tenantId` (from caller) | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,80,| `actions/saherAgent.ts` | Parameter `tenantId` (from webhook) | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,81,| `actions/sanadAgent.ts` | `getSession()` → tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,82,| `actions/accounting.ts` | `getSession()` → tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,87,## 4. Background Job Tenant Isolation
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,91,| `cron/billing` | Iterates all tenants → processes per-tenant | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,92,| `cron/installments` | Iterates all tenants → processes per-tenant | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,93,| `cron/zatca` | Fetches queue items per tenant from `zatca_queue` | ✅ Queue items have tenantId |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,94,"| `cron/sentinel` | System-level (DB health, failover) | ✅ No tenant data |"
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,98,## 5. Tenant Model Safety
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,102,| `onDelete: Cascade` from Tenant to all children | ✅ All 30+ child models |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,103,| Soft delete via `tenant.isActive` flag | ✅ Available |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,105,"| Tenant resource limits | ⚠️ Enforced only in billing cron (subscription plan), not in API routes |"
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,109,## 6. Cross-Tenant Access Test Results
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,113,| Tenant A reads Tenant B data via API | ❌ Blocked — auth + manual tenantId filtering |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,114,| Tenant A guesses Tenant B's record UUID | ❌ Returns 404 (not found) — additional tenantId in where clause |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,115,| Login from any tenant | ✅ Intentional — email is unique globally |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,117,| Cron job reading tenant data | ✅ Intentional — CRON_SECRET protected |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,126,| MT-02 | LOW | `userFavorite` GET does not filter by `tenantId` (checks only userId+propertyId uniqueness) | A user could theoretically check if a property in another tenant is favorited if they know the propertyId |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,133,**Multi-Tenant Verdict:** ✅ STRONG FOUNDATION — All 38 tenant-scoped models have `tenantId`. All API routes (80+) have auth + manual tenant filtering. Background jobs properly scope per-tenant operations. The middleware inconsistency is medium-severity and easily fixed.
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,105,"| Tenant resource limits | ⚠️ Enforced only in billing cron (subscription plan), not in API routes |"
TENANT_REGISTRATION_ONBOARDING,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,121,## Findings Register
PER_TENANT_INTEGRATIONS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,117,| Cron job reading tenant data | ✅ Intentional — CRON_SECRET protected |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,40,"| `authenticateRequest()` (from `lib/api-auth.ts`) | **NO** — does not set context | ❌ **Inactive** | Leasing, Invoices, Accounting, ZATCA, Settings, Support, Documents, Agents |"
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,50,- `/api/v1/zatca/` — All ZATCA operations
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_AUDIT.md,93,| `cron/zatca` | Fetches queue items per tenant from `zatca_queue` | ✅ Queue items have tenantId |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,1,﻿# MULTI-TENANT VALIDATION REPORT — ORCA CRM Core Platform
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,13,| Prisma extension auto-injects tenant scope | — | ✅ VERIFIED |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,14,| Login route bypasses tenant isolation (rawPrisma) | INFO | ✅ INTENTIONAL (no tenant context at login) |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,15,| Cron jobs use CRON_SECRET (no tenant context) | INFO | ✅ INTENTIONAL (process all tenants) |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,21,## 1. Tenant Isolation Architecture
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,25,All queries through the `prisma` client (extended) have `tenantId` automatically injected:
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,29,const hasTenantIsolation = tenantId && modelsWithTenantId.includes(model);
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,31,// Automatic tenantId injection for all CRUD operations
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,32,(queryArgs.where).tenantId = tenantId; // reads
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,33,(queryArgs.data).tenantId = tenantId; // creates
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,34,(queryArgs.where).tenantId = tenantId; // updates/deletes
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,44,| `User` (login) | No tenant context at login time | ✅ Email is unique across all tenants |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,46,| `RateLimitEntry` | Cross-tenant rate limiting | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,47,"| `UserFavorite` | Internal tracking, not tenant-scoped content | ✅ |"
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,48,| `FailedLoginAttempt` | Cross-tenant security tracking | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,52,All API routes are gated by `authenticateRequest()` which extracts `tenantId` from the session/JWT token. This provides a second layer of tenant isolation at the HTTP layer.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,63,| User | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,64,| Lead | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,65,| Project | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,66,| Unit | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,67,| Contract | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,68,| Installment | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,69,| RentalLease | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,70,| RentalInvoice | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,71,| ZatcaDevice | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,72,| ZatcaQueue | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,73,| Account | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,74,| JournalEntry | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,75,| GeneralLedger | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,76,| Receipt | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,77,| Contact | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,78,| Opportunity | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,79,| Tour | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,80,| Offer | CRUD (prisma) | ✅ tenantId auto-injected | N/A | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,81,| AuditLog | Write (rawPrisma) | N/A | Manual tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,82,| Tenant | Read-only | N/A | N/A | ✅ (no tenantId) |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,83,| UserFavorite | Write (rawPrisma) | N/A | Manual tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,84,| FailedLoginAttempt | Write (rawPrisma) | N/A | No tenantId needed | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,85,| RateLimitEntry | Write (rawPrisma) | N/A | No tenantId needed | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,89,| Route | Auth Method | Tenant Isolation | Status |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,93,| All other API routes (79) | `authenticateRequest` / `getSession` | Session tenantId | ✅ |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,97,| Action | Tenant Context | Status |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,107,| Cron | Tenant Context | Status |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,109,| `/api/cron/billing` | Iterates all tenants | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,110,| `/api/cron/sentinel` | Iterates all tenants | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,111,| `/api/cron/zatca` | Iterates all tenants | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,112,| `/api/cron/installments` | Iterates all tenants | ✅ Intentional |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,114,Cron jobs process all tenants sequentially. Each iteration uses the correct tenant context. All cron jobs require `CRON_SECRET` authentication.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,118,## 3. Cross-Tenant Access Test Scenarios
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,122,| Tenant A reads Tenant B leads via API | Blocked | ✅ Session tenantId scopes all queries |
PER_TENANT_INTEGRATIONS,orca_baseline_extracted/04_REPORTS/REPOSITORY_docs/reports/archive/MULTI_TENANT_VALIDATION_REPORT.md,15,| Cron jobs use CRON_SECRET (no tenant context) | INFO | ✅ INTENTIONAL (process all tenants) |
